id,time(utc timestamp),amount(USD),price,side
207,1617356894973000,368490.0,61082.0,buy
208,1617356894973000,281860.0,61087.0,buy
209,1617356894973000,6000.0,61089.0,buy
210,1617356894973000,2450.0,61095.0,buy
211,1617356894973000,10.0,61099.5,buy
212,1617356894973000,8000.0,61116.0,buy
213,1617356894973000,140030.0,61132.5,buy
214,1617357166315000,10990.0,60993.5,buy
215,1617357166315000,201840.0,60994.0,buy
216,1617357166315000,2000.0,61011.5,buy
217,1617357166315000,1870.0,61013.5,buy
218,1617357166315000,6000.0,61016.5,buy
219,1617357166315000,100000.0,61019.0,buy
220,1617357166315000,366200.0,61034.0,buy
221,1617357166315000,302770.0,61039.0,buy
222,1617357166315000,2850.0,61039.5,buy
223,1617357166315000,5480.0,61053.0,buy
224,1617357180942000,10990.0,60993.5,buy
225,1617357180942000,201840.0,60994.0,buy
226,1617357180942000,2000.0,61011.5,buy
227,1617357180942000,1870.0,61013.5,buy
228,1617357180942000,6000.0,61016.5,buy
229,1617357180942000,100000.0,61019.0,buy
230,1617357180942000,302770.0,61039.0,buy
231,1617357180942000,2850.0,61039.5,buy
232,1617357180942000,366250.0,61042.0,buy
233,1617357180942000,5430.0,61053.0,buy
234,1617357323879000,150280.0,60989.5,buy
235,1617357323879000,5360.0,61015.0,buy
236,1617357323879000,100000.0,61024.0,buy
237,1617357323879000,6000.0,61027.0,buy
238,1617357323879000,225630.0,61030.0,buy
239,1617357323879000,2850.0,61039.5,buy
240,1617357323879000,366310.0,61051.5,buy
241,1617357323879000,8000.0,61053.0,buy
242,1617357323879000,2750.0,61066.5,buy
243,1617357323879000,132820.0,61071.0,buy
244,1617357366251000,2000.0,61003.0,buy
245,1617357366251000,207550.0,61008.5,buy
246,1617357366251000,10990.0,61014.5,buy
247,1617357366251000,8750.0,61015.0,buy
248,1617357366251000,100000.0,61024.0,buy
249,1617357366251000,2850.0,61039.5,buy
250,1617357366251000,366240.0,61040.5,buy
251,1617357366251000,301620.0,61051.5,buy
252,1617357571287000,610.0,61015.5,buy
253,1617357571287000,2000.0,61020.0,buy
254,1617357571287000,10990.0,61024.0,buy
255,1617357571287000,100000.0,61024.5,buy
256,1617357571287000,215790.0,61029.5,buy
257,1617357571287000,372210.0,61034.5,buy
258,1617357571287000,8000.0,61055.0,buy
259,1617357571287000,2750.0,61066.5,buy
260,1617357571287000,287650.0,61073.0,buy
261,1617357600852000,810.0,61015.5,buy
262,1617357600852000,2000.0,61020.0,buy
263,1617357600852000,10990.0,61024.0,buy
264,1617357600852000,100000.0,61024.5,buy
265,1617357600852000,215790.0,61029.5,buy
266,1617357600852000,6000.0,61034.5,buy
267,1617357600852000,366220.0,61037.5,buy
268,1617357600852000,8000.0,61055.0,buy
269,1617357600852000,290190.0,61073.0,buy
